"country","soe","total_arrivals","arrivals_male","arrivals_female","country_longitude","country_latitude","soe_latitude","soe_longitude"
"ZAF","Perlis",338,201,137,24,-29,6.528438,100.24337
"ZAF","Pulau Pinang",1549,839,710,24,-29,5.419481,100.381885
"ZAF","Sabah",524,275,249,24,-29,5.321874,115.214806
"ZAF","Sarawak",2494,1220,1274,24,-29,2.495247,110.536555
"ZAF","Selangor",30867,17424,13443,24,-29,3.421418,101.5183
"ZAF","Terengganu",4,4,0,24,-29,5.170658,103.049157
"ZAF","W.P. Labuan",178,78,100,24,-29,5.299798,112.414806
"ZAR","Pulau Pinang",1,0,1,15.266293,-4.441931,5.419481,100.381885
"ZAR","Selangor",22,11,11,15.266293,-4.441931,3.421418,101.5183
"ZMB","Johor",118,68,50,30,-15,1.922581,103.4114
"ZMB","Kedah",13,7,6,30,-15,5.954218,100.714327
"ZMB","Perak",3,0,3,30,-15,4.713235,100.998192
"ZMB","Perlis",1,1,0,30,-15,6.528438,100.24337
"ZMB","Pulau Pinang",27,10,17,30,-15,5.419481,100.381885
"ZMB","Sabah",3,2,1,30,-15,5.321874,115.214806
"ZMB","Sarawak",16,10,6,30,-15,2.495247,110.536555
"ZMB","Selangor",1988,1054,934,30,-15,3.421418,101.5183
"ZWE","Johor",379,179,200,30,-20,1.922581,103.4114
"ZWE","Kedah",27,11,16,30,-20,5.954218,100.714327
"ZWE","Kelantan",5,3,2,30,-20,5.060771,102.0594
"ZWE","Perak",1,0,1,30,-20,4.713235,100.998192
"ZWE","Perlis",9,5,4,30,-20,6.528438,100.24337
"ZWE","Pulau Pinang",68,30,38,30,-20,5.419481,100.381885
"ZWE","Sabah",15,8,7,30,-20,5.321874,115.214806
"ZWE","Sarawak",16,10,6,30,-20,2.495247,110.536555
"ZWE","Selangor",4167,1987,2180,30,-20,3.421418,101.5183
